ticker,sector,industry
SLV,その他,
ONMD,Healthcare,Health Information Services
B,Basic Materials,Gold
SII,Financial Services,Asset Management
BDSX,Healthcare,Diagnostics & Research
NCEW,Industrials,Integrated Freight & Logistics
AU,Basic Materials,Gold
JMIA,Consumer Cyclical,Internet Retail
AENT,Communication Services,Entertainment
ASM,Basic Materials,Other Precious Metals & Mining
CHRS,Healthcare,Biotechnology
ALNT,Technology,Electronic Components
RUN,Technology,Solar
CC,Basic Materials,Specialty Chemicals
SSP,Communication Services,Broadcasting
GORO,Basic Materials,Other Precious Metals & Mining
MBAI,Healthcare,Diagnostics & Research
ASMB,Healthcare,Biotechnology
SIL,その他,
BKD,Healthcare,Medical Care Facilities
QS,Consumer Cyclical,Auto Parts
ADAG,Healthcare,Biotechnology
CRBU,Healthcare,Biotechnology
AMSC,Industrials,Specialty Industrial Machinery
NAK,Basic Materials,Other Industrial Metals & Mining
PBF,Energy,Oil & Gas Refining & Marketing
HYPD,Healthcare,Biotechnology
RDZN,Technology,Software - Application
NEM,Basic Materials,Gold
GRML,Basic Materials,Other Precious Metals & Mining
SLDP,Consumer Cyclical,Auto Parts
SNDX,Healthcare,Biotechnology
UEC,Energy,Uranium
BETR,Financial Services,Mortgage Finance
ZUMZ,Consumer Cyclical,Apparel Retail
TSHA,Healthcare,Biotechnology
INDI,Technology,Semiconductors
FGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
DLTH,Consumer Cyclical,Apparel Retail
KGC,Basic Materials,Gold
DNN,Energy,Uranium
OABI,Healthcare,Biotechnology
ABSI,Healthcare,Biotechnology
CMDB,Industrials,Marine Shipping
TLS,Technology,Software - Infrastructure
ERO,Basic Materials,Copper
RGTI,Technology,Computer Hardware
CPAC,Basic Materials,Building Materials
DLX,Industrials,Conglomerates
QQQS,その他,
HCC,Basic Materials,Coking Coal
DFEN,その他,
DIBS,Communication Services,Internet Content & Information
GRO,Basic Materials,Other Industrial Metals & Mining
LRMR,Healthcare,Biotechnology
RERE,Consumer Cyclical,Internet Retail
WLDN,Industrials,Engineering & Construction
KSS,Consumer Cyclical,Department Stores
IMDX,Healthcare,Diagnostics & Research
NRIX,Healthcare,Biotechnology
NDLS,Consumer Cyclical,Restaurants
TNYA,Healthcare,Biotechnology
CCJ,Energy,Uranium
NBP,Healthcare,Biotechnology
MRNA,Healthcare,Biotechnology
ALEC,Healthcare,Biotechnology
URG,Energy,Uranium
EDIT,Healthcare,Biotechnology
ELIL,その他,
GDXJ,その他,
REAL,Consumer Cyclical,Luxury Goods
TBPH,Healthcare,Biotechnology
ELTX,Healthcare,Biotechnology
MDB,Technology,Software - Infrastructure
RGC,Healthcare,Drug Manufacturers - Specialty & Generic
GPRO,Technology,Consumer Electronics
DXPE,Industrials,Industrial Distribution
LAC,Basic Materials,Other Industrial Metals & Mining
BRZU,その他,
SOPH,Healthcare,Health Information Services
NXE,Energy,Uranium
CLSK,Financial Services,Capital Markets
TROX,Basic Materials,Chemicals
BEAM,Healthcare,Biotechnology
GDX,その他,
CTMX,Healthcare,Biotechnology
GRAL,Healthcare,Diagnostics & Research
CATX,Healthcare,Medical Devices
VRA,Consumer Cyclical,Footwear & Accessories
PRIM,Industrials,Engineering & Construction
CTKB,Healthcare,Medical Devices
HOUR,Consumer Cyclical,Internet Retail
CHCI,Real Estate,Real Estate Services
BOTJ,Financial Services,Banks - Regional
KLXE,Energy,Oil & Gas Equipment & Services
PRE,Healthcare,Diagnostics & Research
ENPH,Technology,Solar
URA,その他,
NGNE,Healthcare,Biotechnology
QURE,Healthcare,Biotechnology
GEVO,Basic Materials,Specialty Chemicals
IPX,Basic Materials,Other Industrial Metals & Mining
KELYB,Industrials,Staffing & Employment Services
VNET,Technology,Information Technology Services
WF,Financial Services,Banks - Regional
EGO,Basic Materials,Gold
LC,Financial Services,Banks - Regional
AEVA,Technology,Software - Infrastructure
INSM,Healthcare,Biotechnology
SGHT,Healthcare,Medical Devices
TARA,Healthcare,Biotechnology
SRI,Consumer Cyclical,Auto Parts
UI,Technology,Communication Equipment
AXIA,Utilities,Utilities - Renewable
UBOT,その他,
DOO,Consumer Cyclical,Recreational Vehicles
KTOS,Industrials,Aerospace & Defense
VLRS,Industrials,Airlines
ASRV,Financial Services,Banks - Regional
IDYA,Healthcare,Biotechnology
SANA,Healthcare,Biotechnology
DPST,その他,
ARDX,Healthcare,Biotechnology
FBIO,Healthcare,Biotechnology
CRBP,Healthcare,Biotechnology
GNOM,その他,
INKT,Healthcare,Biotechnology
NATR,Consumer Defensive,Packaged Foods
BIDU,Communication Services,Internet Content & Information
NTWK,Technology,Software - Application
MASS,Healthcare,Medical Devices
HFBL,Financial Services,Banks - Regional
ADV,Communication Services,Advertising Agencies
OPY,Financial Services,Capital Markets
PTCT,Healthcare,Biotechnology
WNEB,Financial Services,Banks - Regional
PRTA,Healthcare,Biotechnology
DCH,Consumer Cyclical,Auto Parts
DGRE,その他,
HAIL,その他,
DYN,Healthcare,Biotechnology
SPAI,Industrials,Aerospace & Defense
IVVD,Healthcare,Biotechnology
NEOG,Healthcare,Medical Devices
MEDP,Healthcare,Diagnostics & Research
WPM,Basic Materials,Gold
AGI,Basic Materials,Gold
UNCY,Healthcare,Biotechnology
BLD,Industrials,Engineering & Construction
PCVX,Healthcare,Biotechnology
TV,Communication Services,Telecom Services
PAHC,Healthcare,Drug Manufacturers - Specialty & Generic
RCI,Communication Services,Telecom Services
REZI,Industrials,Industrial Distribution
OCGN,Healthcare,Biotechnology
RRGB,Consumer Cyclical,Restaurants
VNDA,Healthcare,Biotechnology
FLS,Industrials,Specialty Industrial Machinery
BATL,Energy,Oil & Gas E&P
SKLZ,Communication Services,Electronic Gaming & Multimedia
STHO,Real Estate,Real Estate Services
IRON,Healthcare,Biotechnology
EL,Consumer Defensive,Household & Personal Products
CZWI,Financial Services,Banks - Regional
NMRK,Real Estate,Real Estate Services
MESO,Healthcare,Biotechnology
DAO,Consumer Defensive,Education & Training Services
TAYD,Industrials,Specialty Industrial Machinery
MVBF,Financial Services,Banks - Regional
STRT,Consumer Cyclical,Auto Parts
ADCT,Healthcare,Biotechnology
PMVP,Healthcare,Biotechnology
DNLI,Healthcare,Biotechnology
ARTW,Industrials,Farm & Heavy Construction Machinery
SPXC,Industrials,Building Products & Equipment
IBP,Consumer Cyclical,Residential Construction
YSPY,その他,
CVI,Energy,Oil & Gas Refining & Marketing
NLR,その他,
RCAT,Industrials,Aerospace & Defense
AVAH,Healthcare,Medical Care Facilities
SBS,Utilities,Utilities - Regulated Water
BTG,Basic Materials,Gold
NXDR,Communication Services,Internet Content & Information
ATRA,Healthcare,Biotechnology
CBNA,Financial Services,Banks - Regional
CRSP,Healthcare,Biotechnology
RTX,Industrials,Aerospace & Defense
BLZE,Technology,Software - Infrastructure
EXPE,Consumer Cyclical,Travel Services
NIO,Consumer Cyclical,Auto Manufacturers
APP,Communication Services,Advertising Agencies
VSEC,Industrials,Aerospace & Defense
CURE,その他,
SSBI,Financial Services,Banks - Regional
NSYS,Healthcare,Medical Devices
FNV,Basic Materials,Gold
GRNQ,Industrials,Consulting Services
KWR,Basic Materials,Specialty Chemicals
NSSC,Industrials,Security & Protection Services
UNH,Healthcare,Healthcare Plans
XIFR,Utilities,Utilities - Renewable
ULCC,Industrials,Airlines
ATMU,Consumer Cyclical,Auto Parts
MYFW,Financial Services,Banks - Regional
TIMB,Communication Services,Telecom Services
CWK,Real Estate,Real Estate Services
VREX,Healthcare,Medical Devices
LHX,Industrials,Aerospace & Defense
HQI,Industrials,Staffing & Employment Services
LCII,Consumer Cyclical,Recreational Vehicles
CAH,Healthcare,Medical Distribution
JKS,Technology,Solar
PIPR,Financial Services,Capital Markets
SEG,Real Estate,Real Estate Services
LE,Consumer Cyclical,Apparel Retail
BCBP,Financial Services,Banks - Regional
ORIC,Healthcare,Biotechnology
GE,Industrials,Aerospace & Defense
PCB,Financial Services,Banks - Regional
ASO,Consumer Cyclical,Specialty Retail
SIG,Consumer Cyclical,Luxury Goods
XFOR,Healthcare,Biotechnology
BKE,Consumer Cyclical,Apparel Retail
CWI,その他,
GSBC,Financial Services,Banks - Regional
NPB,Financial Services,Banks - Regional
SDIV,その他,
SPY,その他,
VTI,その他,
SHE,その他,
ALLY,Financial Services,Credit Services
BSAC,Financial Services,Banks - Regional
FULT,Financial Services,Banks - Regional
HOPE,Financial Services,Banks - Regional
VSS,その他,
EEMS,その他,
ESGU,その他,
FTNT,Technology,Software - Infrastructure
TQQY,その他,
VB,その他,
AVDE,その他,
HBNC,Financial Services,Banks - Regional
BBUS,その他,
CNO,Financial Services,Insurance - Life
HTHT,Consumer Cyclical,Lodging
WAB,Industrials,Railroads
BRF,その他,
VXF,その他,
WAFD,Financial Services,Banks - Regional
IWB,その他,
VONE,その他,
AURA,Healthcare,Biotechnology
BBD,Financial Services,Banks - Regional
JEPQ,その他,
VLGEA,Consumer Defensive,Grocery Stores
BRC,Industrials,Security & Protection Services
DES,その他,
PBFS,Financial Services,Banks - Regional
AMGN,Healthcare,Drug Manufacturers - General
PLUS,Technology,Software - Application
TFC,Financial Services,Banks - Regional
VOYA,Financial Services,Financial Conglomerates
WTFC,Financial Services,Banks - Regional
BIO,Healthcare,Medical Devices
GILD,Healthcare,Drug Manufacturers - General
HTH,Financial Services,Financial Conglomerates
WTS,Industrials,Specialty Industrial Machinery
DEM,その他,
RS,Basic Materials,Steel
TSLY,その他,
BCH,Financial Services,Banks - Regional
FDL,その他,
HWC,Financial Services,Banks - Regional
MGV,その他,
NTIP,Industrials,Specialty Business Services
VYM,その他,
AEG,Financial Services,Insurance - Diversified
DGRS,その他,
RDVY,その他,
AFRI,Consumer Defensive,Farm Products
FMBH,Financial Services,Banks - Regional
LLYVK,Communication Services,Entertainment
NWN,Utilities,Utilities - Regulated Gas
ORRF,Financial Services,Banks - Regional
TOK,その他,
CDNA,Healthcare,Diagnostics & Research
GFF,Industrials,Building Products & Equipment
HGV,Consumer Cyclical,Resorts & Casinos
TDY,Technology,Scientific & Technical Instruments
TJX,Consumer Cyclical,Apparel Retail
UNTY,Financial Services,Banks - Regional
VTV,その他,
BWB,Financial Services,Banks - Regional
SUSA,その他,
AME,Industrials,Specialty Industrial Machinery
EIPI,その他,
MCHB,Financial Services,Banks - Regional
ISPY,その他,
GINN,その他,
NVAX,Healthcare,Biotechnology
CPBI,Financial Services,Banks - Regional
VBR,その他,
WCME,その他,
SPCB,Industrials,Security & Protection Services
VWO,その他,
IGLD,その他,
WRBY,Healthcare,Medical Instruments & Supplies
QQQE,その他,
BVFL,Financial Services,Banks - Regional
QYLD,その他,
ASB,Financial Services,Banks - Regional
ROBT,その他,
KMI,Energy,Oil & Gas Midstream
HUBG,Industrials,Integrated Freight & Logistics
ANGO,Healthcare,Medical Instruments & Supplies
FHN,Financial Services,Banks - Regional
IDA,Utilities,Utilities - Regulated Electric
TXT,Industrials,Aerospace & Defense
VOX,その他,
ESQ,Financial Services,Banks - Regional
NI,Utilities,Utilities - Regulated Gas
WMT,Consumer Defensive,Discount Stores
TSLA,Consumer Cyclical,Auto Manufacturers
SBUX,Consumer Cyclical,Restaurants
ALV,Consumer Cyclical,Auto Parts
TTC,Industrials,Tools & Accessories
DLN,その他,
IVOO,その他,
SPMD,その他,
IJH,その他,
UBSI,Financial Services,Banks - Regional
JAVA,その他,
JMSB,Financial Services,Banks - Regional
OPHC,Financial Services,Banks - Regional
AM,Energy,Oil & Gas Midstream
EMLP,その他,
FBLA,Financial Services,Banks - Regional
AMZY,その他,
IDEV,その他,
RYLD,その他,
SPYV,その他,
VOE,その他,
VOOV,その他,
ACT,Financial Services,Insurance - Specialty
FID,その他,
L,Financial Services,Insurance - Property & Casualty
PHG,Healthcare,Medical Devices
RNR,Financial Services,Insurance - Reinsurance
SBSI,Financial Services,Banks - Regional
DVY,その他,
AER,Industrials,Rental & Leasing Services
AAL,Industrials,Airlines
DDL,Consumer Defensive,Grocery Stores
SDVY,その他,
XLI,その他,
DIA,その他,
ETN,Industrials,Specialty Industrial Machinery
MBWM,Financial Services,Banks - Regional
TBBB,Consumer Defensive,Discount Stores
CHEF,Consumer Defensive,Food Distribution
HUBB,Industrials,Electrical Equipment & Parts
SRE,Utilities,Utilities - Diversified
ACCO,Industrials,Business Equipment & Supplies
ARCO,Consumer Cyclical,Restaurants
FHB,Financial Services,Banks - Regional
FSS,Industrials,Pollution & Treatment Controls
MUSA,Consumer Cyclical,Specialty Retail
TR,Consumer Defensive,Confectioners
JGRO,その他,
AFBI,Financial Services,Banks - Regional
IART,Healthcare,Medical Devices
GXDW,その他,
BAC,Financial Services,Banks - Diversified
BATRK,Communication Services,Entertainment
CRI,Consumer Cyclical,Apparel Retail
BCML,Financial Services,Banks - Regional
MGM,Consumer Cyclical,Resorts & Casinos
UNP,Industrials,Railroads
UTMD,Healthcare,Medical Instruments & Supplies
MTB,Financial Services,Banks - Regional
PEN,Healthcare,Medical Devices
EFA,その他,
FBP,Financial Services,Banks - Regional
OKE,Energy,Oil & Gas Midstream
SWK,Industrials,Tools & Accessories
BUD,Consumer Defensive,Beverages - Brewers
VG,Energy,Oil & Gas Midstream
PNTG,Healthcare,Medical Care Facilities
VAW,その他,
WEYS,Consumer Cyclical,Footwear & Accessories
GRMN,Technology,Scientific & Technical Instruments
AIRT,Industrials,Conglomerates
JFLI,その他,
THRM,Consumer Cyclical,Auto Parts
VIG,その他,
RRR,Consumer Cyclical,Resorts & Casinos
RWR,その他,
SPNT,Financial Services,Insurance - Reinsurance
CON,Healthcare,Medical Care Facilities
KNTK,Energy,Oil & Gas Midstream
RNST,Financial Services,Banks - Regional
SR,Utilities,Utilities - Regulated Gas
TSN,Consumer Defensive,Farm Products
BOH,Financial Services,Banks - Regional
PEP,Consumer Defensive,Beverages - Non-Alcoholic
BGC,Financial Services,Capital Markets
MC,Financial Services,Capital Markets
UCB,Financial Services,Banks - Regional
BBT,Financial Services,Banks - Regional
GHC,Consumer Defensive,Education & Training Services
MLPA,その他,
PRG,Industrials,Rental & Leasing Services
SSD,Basic Materials,Lumber & Wood Production
GBCI,Financial Services,Banks - Regional
BCE,Communication Services,Telecom Services
DIV,その他,
EQBK,Financial Services,Banks - Regional
RSP,その他,
WTM,Financial Services,Insurance - Property & Casualty
GAL,その他,
JXI,その他,
PCAR,Industrials,Farm & Heavy Construction Machinery
XEL,Utilities,Utilities - Regulated Electric
BN,Financial Services,Asset Management
SRET,その他,
VAC,Consumer Cyclical,Resorts & Casinos
VGK,その他,
FTS,Utilities,Utilities - Regulated Electric
HWKN,Basic Materials,Specialty Chemicals
JPM,Financial Services,Banks - Diversified
VABK,Financial Services,Banks - Regional
XLB,その他,
ASH,Basic Materials,Specialty Chemicals
NBBK,Financial Services,Banks - Regional
CXSE,その他,
BUFR,その他,
AXR,Real Estate,Real Estate - Development
DOV,Industrials,Specialty Industrial Machinery
GATX,Industrials,Rental & Leasing Services
EWS,その他,
CIVB,Financial Services,Banks - Regional
ONB,Financial Services,Banks - Regional
VZ,Communication Services,Telecom Services
AHCO,Healthcare,Medical Devices
VO,その他,
WSBC,Financial Services,Banks - Regional
AEE,Utilities,Utilities - Regulated Electric
PFE,Healthcare,Drug Manufacturers - General
SNA,Industrials,Tools & Accessories
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CAKE,Consumer Cyclical,Restaurants
IGF,その他,
SFNC,Financial Services,Banks - Regional
IEX,Industrials,Specialty Industrial Machinery
SHLD,その他,
CDNS,Technology,Software - Application
INVA,Healthcare,Biotechnology
EXEL,Healthcare,Biotechnology
JGLO,その他,
THG,Financial Services,Insurance - Property & Casualty
AFL,Financial Services,Insurance - Life
BRBS,Financial Services,Banks - Regional
TRC,Industrials,Conglomerates
CFBK,Financial Services,Banks - Regional
CINF,Financial Services,Insurance - Property & Casualty
FMX,Consumer Defensive,Beverages - Brewers
PNW,Utilities,Utilities - Regulated Electric
CAAP,Industrials,Airports & Air Services
OCFC,Financial Services,Banks - Regional
OTTR,Industrials,Conglomerates
CBU,Financial Services,Banks - Regional
TDS,Communication Services,Telecom Services
BZH,Consumer Cyclical,Residential Construction
FLG,Financial Services,Banks - Regional
BHRB,Financial Services,Banks - Regional
FOXA,Communication Services,Entertainment
GWW,Industrials,Industrial Distribution
EMR,Industrials,Specialty Industrial Machinery
SKYY,その他,
CRNT,Technology,Communication Equipment
TROW,Financial Services,Asset Management
HVT,Consumer Cyclical,Home Improvement Retail
MGYR,Financial Services,Banks - Regional
GTES,Industrials,Specialty Industrial Machinery
JOB,Industrials,Staffing & Employment Services
KO,Consumer Defensive,Beverages - Non-Alcoholic
DON,その他,
XLC,その他,
CNP,Utilities,Utilities - Regulated Electric
LSAK,Technology,Software - Infrastructure
QDIV,その他,
CTVA,Basic Materials,Agricultural Inputs
NWG,Financial Services,Banks - Regional
DGX,Healthcare,Diagnostics & Research
FXH,その他,
FTLS,その他,
IGIC,Financial Services,Insurance - Diversified
ZVRA,Healthcare,Biotechnology
BUFD,その他,
DJIA,その他,
SPFF,その他,
XYZ,Technology,Software - Infrastructure
DAVE,Technology,Software - Application
GCBC,Financial Services,Banks - Regional
SDY,その他,
ACNT,Basic Materials,Chemicals
ATO,Utilities,Utilities - Regulated Gas
OGS,Utilities,Utilities - Regulated Gas
CBT,Basic Materials,Specialty Chemicals
ES,Utilities,Utilities - Regulated Electric
CB,Financial Services,Insurance - Property & Casualty
VPU,その他,
UPS,Industrials,Integrated Freight & Logistics
XLU,その他,
CAAS,Consumer Cyclical,Auto Parts
TRV,Financial Services,Insurance - Property & Casualty
EBF,Industrials,Business Equipment & Supplies
NRIM,Financial Services,Banks - Regional
RMBI,Financial Services,Banks - Regional
TFIN,Financial Services,Banks - Regional
ALTG,Industrials,Rental & Leasing Services
FTDR,Consumer Cyclical,Personal Services
EW,Healthcare,Medical Devices
NBTB,Financial Services,Banks - Regional
IXJ,その他,
LIN,Basic Materials,Specialty Chemicals
LYV,Communication Services,Entertainment
REM,その他,
UBCP,Financial Services,Banks - Regional
ABX,Financial Services,Insurance - Life
INKM,その他,
IYR,その他,
XLY,その他,
FTGS,その他,
MKTW,Financial Services,Financial Data & Stock Exchanges
OGE,Utilities,Utilities - Regulated Electric
IYRI,その他,
BLK,Financial Services,Asset Management
CFR,Financial Services,Banks - Regional
RGR,Industrials,Aerospace & Defense
XLRE,その他,
EPM,Energy,Oil & Gas E&P
AVA,Utilities,Utilities - Diversified
WEX,Technology,Software - Infrastructure
HMN,Financial Services,Insurance - Property & Casualty
ECBK,Financial Services,Banks - Regional
EEX,Communication Services,Advertising Agencies
NDAQ,Financial Services,Financial Data & Stock Exchanges
VRSN,Technology,Software - Infrastructure
HEI,Industrials,Aerospace & Defense
LWAY,Consumer Defensive,Packaged Foods
NEXT,Energy,Oil & Gas Equipment & Services
OZK,Financial Services,Banks - Regional
TGTX,Healthcare,Biotechnology
WAL,Financial Services,Banks - Regional
MET,Financial Services,Insurance - Life
PENN,Consumer Cyclical,Resorts & Casinos
DUK,Utilities,Utilities - Regulated Electric
KROP,その他,
FRME,Financial Services,Banks - Regional
QETA,Financial Services,Shell Companies
PRDO,Consumer Defensive,Education & Training Services
TAK,Healthcare,Drug Manufacturers - Specialty & Generic
MAS,Industrials,Building Products & Equipment
WKC,Energy,Oil & Gas Refining & Marketing
HON,Industrials,Conglomerates
NOBL,その他,
QRMI,その他,
XRMI,その他,
COFS,Financial Services,Banks - Regional
NSTS,Financial Services,Banks - Regional
BIPC,Utilities,Utilities - Regulated Gas
GBX,Industrials,Railroads
SPKL,Financial Services,Shell Companies
CNI,Industrials,Railroads
FVD,その他,
VOT,その他,
AMBP,Consumer Cyclical,Packaging & Containers
BALL,Consumer Cyclical,Packaging & Containers
BKHA,Financial Services,Shell Companies
DGICB,Financial Services,Insurance - Property & Casualty
DRS,Industrials,Aerospace & Defense
CASS,Industrials,Specialty Business Services
AXP,Financial Services,Credit Services
VWOB,その他,
FAST,Industrials,Industrial Distribution
CMS,Utilities,Utilities - Regulated Electric
CWAN,Technology,Software - Application
KNG,その他,
APD,Basic Materials,Specialty Chemicals
DTE,Utilities,Utilities - Regulated Electric
FEMB,その他,
JEPI,その他,
ACU,Consumer Defensive,Household & Personal Products
BLFS,Healthcare,Medical Instruments & Supplies
FPEI,その他,
FPE,その他,
PFF,その他,
FSBW,Financial Services,Banks - Regional
PM,Consumer Defensive,Tobacco
SO,Utilities,Utilities - Regulated Electric
SYY,Consumer Defensive,Food Distribution
WEC,Utilities,Utilities - Regulated Electric
CENTA,Consumer Defensive,Packaged Foods
DTSQ,Financial Services,Shell Companies
EVLV,Industrials,Security & Protection Services
ITIC,Financial Services,Insurance - Specialty
RGA,Financial Services,Insurance - Reinsurance
SNN,Healthcare,Medical Devices
CPSS,Financial Services,Credit Services
TCBS,Financial Services,Banks - Regional
JRSH,Consumer Cyclical,Apparel Manufacturing
ALSN,Consumer Cyclical,Auto Parts
ALL,Financial Services,Insurance - Property & Casualty
PVH,Consumer Cyclical,Apparel Manufacturing
YUM,Consumer Cyclical,Restaurants
CENT,Consumer Defensive,Packaged Foods
SPLB,その他,
CP,Industrials,Railroads
FUL,Basic Materials,Specialty Chemicals
BA,Industrials,Aerospace & Defense
GRNT,Energy,Oil & Gas E&P
MCS,Communication Services,Entertainment
SFBS,Financial Services,Banks - Regional
CCEP,Consumer Defensive,Beverages - Non-Alcoholic
WLY,Communication Services,Publishing
BHF,Financial Services,Insurance - Life
IPI,Basic Materials,Agricultural Inputs
SPHY,その他,
TXNM,Utilities,Utilities - Regulated Electric
PFFD,その他,
BBHY,その他,
ED,Utilities,Utilities - Regulated Electric
DYNC,Financial Services,Shell Companies
MARM,その他,
PAC,Industrials,Airports & Air Services
PRAA,Financial Services,Credit Services
CASH,Financial Services,Banks - Regional
CPAY,Technology,Software - Infrastructure
HIG,Financial Services,Insurance - Diversified
HYTI,その他,
MGOV,その他,
SIGI,Financial Services,Insurance - Property & Casualty
TT,Industrials,Building Products & Equipment
IHY,その他,
MLR,Consumer Cyclical,Auto Parts
PRI,Financial Services,Insurance - Life
SJNK,その他,
VMBS,その他,
BLV,その他,
HYBL,その他,
MBB,その他,
MSCI,Financial Services,Financial Data & Stock Exchanges
XLP,その他,
AUDC,Technology,Communication Equipment
CVGW,Consumer Defensive,Food Distribution
ESNT,Financial Services,Insurance - Specialty
IGIB,その他,
LQD,その他,
LMBS,その他,
SXC,Basic Materials,Coking Coal
VCIT,その他,
VDC,その他,
CME,Financial Services,Financial Data & Stock Exchanges
KRO,Basic Materials,Specialty Chemicals
KXI,その他,
EG,Financial Services,Insurance - Reinsurance
PRA,Financial Services,Insurance - Property & Casualty
FIXD,その他,
LQTI,その他,
TLF,Consumer Cyclical,Specialty Retail
YHNA,Financial Services,Shell Companies
USFD,Consumer Defensive,Food Distribution
ANSC,Financial Services,Shell Companies
ACIC,Financial Services,Insurance - Property & Casualty
CHAR,Financial Services,Shell Companies
EWG,その他,
LKFN,Financial Services,Banks - Regional
USGO,Basic Materials,Other Industrial Metals & Mining
PFFV,その他,
EQT,Energy,Oil & Gas E&P
AGG,その他,
CAPN,Financial Services,Shell Companies
OPRA,Communication Services,Internet Content & Information
BND,その他,
FSHP,Financial Services,Shell Companies
KAI,Industrials,Specialty Industrial Machinery
BJRI,Consumer Cyclical,Restaurants
VGLT,その他,
RFAI,Financial Services,Shell Companies
CNC,Healthcare,Healthcare Plans
FLRN,その他,
MACI,Financial Services,Shell Companies
RRC,Energy,Oil & Gas E&P
CSV,Consumer Cyclical,Personal Services
NTWO,Financial Services,Shell Companies
ACGL,Financial Services,Insurance - Diversified
TIP,その他,
VCSH,その他,
SCHW,Financial Services,Capital Markets
ABNB,Consumer Cyclical,Travel Services
ALF,Financial Services,Shell Companies
NATH,Consumer Cyclical,Restaurants
JPST,その他,
NOEM,Financial Services,Shell Companies
FTSM,その他,
SIMA,Financial Services,Shell Companies
VTIP,その他,
CLIP,その他,
HNVR,Financial Services,Banks - Regional
GRAF,Financial Services,Shell Companies
LPAA,Financial Services,Shell Companies
SHV,その他,
KFY,Industrials,Staffing & Employment Services
LEGT,Financial Services,Shell Companies
BSV,その他,
CUB,Financial Services,Shell Companies
FNWB,Financial Services,Banks - Regional
LPBB,Financial Services,Shell Companies
SBXD,Financial Services,Shell Companies
FC,Consumer Defensive,Education & Training Services
IBAC,Financial Services,Shell Companies
SHY,その他,
OACC,Financial Services,Shell Companies
CZR,Consumer Cyclical,Resorts & Casinos
DRI,Consumer Cyclical,Restaurants
IFF,Basic Materials,Specialty Chemicals
CNA,Financial Services,Insurance - Property & Casualty
APAM,Financial Services,Asset Management
COST,Consumer Defensive,Discount Stores
CNXN,Technology,Electronics & Computer Distribution
CHT,Communication Services,Telecom Services
ALDF,Financial Services,Shell Companies
CROX,Consumer Cyclical,Footwear & Accessories
VFS,Consumer Cyclical,Auto Manufacturers
CHD,Consumer Defensive,Household & Personal Products
MIDD,Industrials,Specialty Industrial Machinery
TTWO,Communication Services,Electronic Gaming & Multimedia
AGM,Financial Services,Credit Services
LARK,Financial Services,Banks - Regional
SNFCA,Financial Services,Insurance - Life
URBN,Consumer Cyclical,Apparel Retail
FORA,Healthcare,Health Information Services
IGOV,その他,
CL,Consumer Defensive,Household & Personal Products
ASIX,Basic Materials,Chemicals
FSUN,Financial Services,Banks - Regional
KR,Consumer Defensive,Grocery Stores
WMK,Consumer Defensive,Grocery Stores
NL,Industrials,Security & Protection Services
MKL,Financial Services,Insurance - Property & Casualty
WTRG,Utilities,Utilities - Regulated Water
XPER,Technology,Software - Application
APO,Financial Services,Asset Management
MLAB,Technology,Scientific & Technical Instruments
PRVA,Healthcare,Health Information Services
ARTNA,Utilities,Utilities - Regulated Water
WU,Financial Services,Credit Services
VVV,Consumer Cyclical,Auto & Truck Dealerships
WLYB,Communication Services,Publishing
BUG,その他,
SYBT,Financial Services,Banks - Regional
WAT,Healthcare,Diagnostics & Research
RSKD,Technology,Software - Application
RBA,Industrials,Specialty Business Services
BWX,その他,
UTSI,Technology,Communication Equipment
UFPT,Healthcare,Medical Devices
UVV,Consumer Defensive,Tobacco
PCG,Utilities,Utilities - Regulated Electric
SEZL,Financial Services,Credit Services
GLIN,その他,
CVSA,Consumer Defensive,Education & Training Services
METD,その他,
CYCN,Healthcare,Biotechnology
MSFO,その他,
FNF,Financial Services,Insurance - Specialty
NVCR,Healthcare,Medical Devices
AIG,Financial Services,Insurance - Diversified
CCRN,Healthcare,Medical Care Facilities
EMN,Basic Materials,Specialty Chemicals
HEPS,Consumer Cyclical,Internet Retail
CAVA,Consumer Cyclical,Restaurants
MCO,Financial Services,Financial Data & Stock Exchanges
TMV,その他,
IDN,Technology,Software - Application
NPCE,Healthcare,Medical Devices
SJM,Consumer Defensive,Packaged Foods
WH,Consumer Cyclical,Lodging
IKT,Healthcare,Biotechnology
TPL,Energy,Oil & Gas E&P
KINS,Financial Services,Insurance - Property & Casualty
RCMT,Industrials,Conglomerates
RDY,Healthcare,Drug Manufacturers - Specialty & Generic
ROL,Consumer Cyclical,Personal Services
FGBI,Financial Services,Banks - Regional
YORW,Utilities,Utilities - Regulated Water
TITN,Industrials,Industrial Distribution
MSEX,Utilities,Utilities - Regulated Water
BRCC,Consumer Defensive,Packaged Foods
NWSA,Communication Services,Entertainment
PSO,Communication Services,Publishing
TKC,Communication Services,Telecom Services
AR,Energy,Oil & Gas E&P
STRA,Consumer Defensive,Education & Training Services
FCN,Industrials,Consulting Services
KARO,Technology,Software - Application
BANF,Financial Services,Banks - Regional
NWS,Communication Services,Entertainment
AGO,Financial Services,Insurance - Specialty
SMIN,その他,
NFTY,その他,
AON,Financial Services,Insurance Brokers
FA,Industrials,Specialty Business Services
EPI,その他,
